                                 OrigObjName                                  Object      MaxiID          RA         DEC           Fpeak(Crab)     MJDpeak   RecordInst   Frecent[MAXI]   MJDrecent[MAXI]   Frecent[BAT]   MJDrecent[BAT]   Category   Activity   SigCount              AltNames  
                               QSO_B0202+319                           QSO_B0202+319       INDEF       31.27      32.208   0.23000000417232513     59509.0          BAT          -9.999             -99.0           0.23          59509.0          1          1          8                     0  
                                     LMC_X-4                                 LMC_X-4       INDEF    83.20648   -66.37033    0.2290000021457672     59419.0          BAT           0.016           59515.5           0.06          59544.0          1          0      20538             J0532-663  
                                  4U_1210-64                              4U_1210-64       INDEF   183.27076   -64.91670                 0.229     59189.0          BAT           0.017           59541.5          0.229          59189.0          1          0      34651             J1213-648  
                                      EI_UMa                                  EI_UMa       INDEF   129.59165    48.63393   0.22699999809265137     59209.0          BAT          -9.999             -99.0          0.045          59430.0          1          0          5                     0  
                               BWE_0907+3341                           BWE_0907+3341       INDEF     137.654       33.49   0.22599999606609344     59422.0          BAT          -9.999             -99.0           0.04          59479.0          1          0          6                     0  
                              QSO_J1512-0906                          QSO_J1512-0906       INDEF     228.211        -9.1   0.22599999606609344     59479.0          BAT           0.015           59505.5          0.045          59483.0          1          0       9003             J1512-090  
                                TXS_1846+322                            TXS_1846+322       INDEF   282.09204    32.31739    0.2240000069141388     59375.0          BAT          -9.999             -99.0          0.048          59461.0          1          0          9                     0  
                               XTE_J1829-098                           XTE_J1829-098       INDEF     277.436      -9.855    0.2240000069141388     59321.0          BAT           0.022           59539.5          0.046          59346.0          1          0      72875             J1829-098  
                                 PG_1553+113                             PG_1553+113   J1555+111   238.92935    11.19010   0.22300000488758087     59306.0          BAT           0.016           59501.5           0.07          59540.0          1          0      29989         QSO_B1553+113  
                                  LSI+61_303                              LSI+61_303       INDEF    40.13193    61.22933   0.22200000286102295     59207.0          BAT          -9.999             -99.0          0.082          59503.0          1          1          9                     0  
                              SNR_312.4-00.4                          SNR_312.4-00.4       INDEF   212.47505   -61.48330   0.22200000286102295     59155.0          BAT          -9.999             -99.0          0.063          59540.0          1          0         17                     0  
                                      KZ_And                                  KZ_And       INDEF   347.48902    47.95835                 0.222     59187.0          BAT          -9.999             -99.0          0.048          59476.0          1          0          3                     0  
                              QSO_J2123+0535                          QSO_J2123+0535       INDEF   320.93549     5.58947                 0.222     59154.0          BAT          -9.999             -99.0          0.043          59532.0          1          0          5                     0  
                           0FGL_J1830.3+0617                       0FGL_J1830.3+0617       INDEF     277.525       6.321   0.22100000083446503     59235.0          BAT          -9.999             -99.0           0.07          59486.0          1          0         10                     0  
                              QSO_B1611+3420                          QSO_B1611+3420       INDEF     243.421      34.213   0.22100000083446503     59235.0          BAT          -9.999             -99.0          0.067          59505.0          1          0         18                     0  
                               RGB_J0152+017                           RGB_J0152+017       INDEF      28.166       1.789   0.22100000083446503     59428.0          BAT          -9.999             -99.0          0.221          59428.0          1          0         13                     0  
                              QSO_J0555+3948                          QSO_J0555+3948       INDEF      88.878      39.814    0.2199999988079071     59210.0          BAT          -9.999             -99.0          0.033          59482.0          1          0          9                     0  
                                  H_1145-619                              H_1145-619       INDEF   177.00009   -62.20692                 0.219     59189.0          BAT           0.016           59523.5          0.133          59463.0          1          0      97005             J1148-622  
                              MAXI_J1910-057                          MAXI_J1910-057   J1910-057   287.59500    -5.79886                 0.219     56091.0         MAXI           0.024           59528.5           -1.0             -1.0          1          0      34449                     0  
                               XTE_J1709-267                           XTE_J1709-267   J1709-266   257.39102   -26.66496                 0.218     57542.0         MAXI           0.036           59539.5           -1.0             -1.0          1          0      79562                     0  
                                  1A_1118-61                              1A_1118-61       INDEF   170.23822   -61.91671   0.21799999475479126     59476.0          BAT          -9.999             -99.0          0.079          59513.0          1          0         11                     0  
                                  ESO_416-_2                              ESO_416-_2       INDEF      38.806     -29.605   0.21799999475479126     59457.0          BAT          -9.999             -99.0          0.041          59491.0          1          0          4                     0  
                             IGR_J12415-5750                         IGR_J12415-5750       INDEF   190.35736   -57.83430   0.21799999475479126     59491.0          BAT          -9.999             -99.0          0.043          59498.0          1          0         17                     0  
                              JVAS_B1036+054                          JVAS_B1036+054       INDEF     159.695       5.208   0.21799999475479126     59449.0          BAT          -9.999             -99.0          0.218          59449.0          1          1          5                     0  
                                PKS_0521-365                            PKS_0521-365   J0522-364    80.74160   -36.45857   0.21799999475479126     59523.0          BAT           0.022           59504.5          0.218          59523.0          1          1      12424         QSO_B0521-365  
                             IGR_J06074+2205                         IGR_J06074+2205       INDEF    91.86088    22.09660   0.21699999272823334     59412.0          BAT           0.018           59508.5          0.217          59412.0          1          0      39251             J0607+220  
                              MCG_+04-48-002                          MCG_+04-48-002       INDEF     307.146      25.734   0.21699999272823334     59397.0          BAT          -9.999             -99.0          0.059          59514.0          1          0         11                     0  
                               QSO_J0730-116                           QSO_J0730-116       INDEF   112.57964   -11.68683    0.2150000035762787     59195.0          BAT          -9.999             -99.0          0.045          59419.0          1          0          5                     0  
                                TXS_0716+332                            TXS_0716+332       INDEF     109.831      33.119    0.2150000035762787     59213.0          BAT          -9.999             -99.0          0.215          59213.0          1          0          2                     0  
                                    Terzan_2                                Terzan_2   J1727-308   261.88850   -30.80217                 0.214     57154.0         MAXI           0.087           59541.5           0.03          59388.0          1          1     201509   x1724-307,GRS_1724-  
                              PSR_J0631+1036                          PSR_J0631+1036       INDEF      97.865      10.617   0.21299999952316284     59504.0          BAT          -9.999             -99.0          0.051          59506.0          1          0          8                     0  
                                      UX_Ari                                  UX_Ari       INDEF      51.648      28.715   0.21299999952316284     59494.0          BAT           0.036           59510.5          0.092          59510.0          1          1      12192             J0326+287  
                             XSS_J12270-4859                         XSS_J12270-4859   J1227-488   186.99478   -48.89523                 0.212     57104.0         MAXI           0.018           59525.5          0.048          59490.0          1          0      18734                     0  
                             IGR_J17091-3624                         IGR_J17091-3624       INDEF     257.282     -36.407   0.21199999749660492     59258.0          BAT          -9.999             -99.0          0.046          59539.0          1          0         14                     0  
                                    NGC_5252                                NGC_5252   J1338+045   204.56613     4.54265   0.21199999749660492     59387.0          BAT           0.028           59483.5          0.048          59525.0          1          0      34165                     0  
                               QSO_B0414+009                           QSO_B0414+009       INDEF      64.221       1.082   0.20999999344348907     59353.0          BAT           0.017           59523.5          0.055          59461.0          1          0      13740             J0416+010  
                              2E_1756.8+1451                          2E_1756.8+1451       INDEF   269.78833    14.86193   0.20900000631809235     59151.0          BAT          -9.999             -99.0          0.088          59346.0          1          0          3                     0  
                                    NGC_6440                                NGC_6440   J1748-203   267.21946   -20.35958                 0.209     57092.0         MAXI           0.034           59539.5          0.065          59528.0          1          0      34110                     0  
                                     SMC_X-1                                 SMC_X-1   J0117-734    19.27144   -73.44334                 0.209     58395.0         MAXI           0.044           59530.5          0.029          59537.0          1          1     162688                     0  
                              MAXI_J1813-095                          MAXI_J1813-095       INDEF   273.24998    -9.50000   0.20800000429153442     59194.0          BAT           0.052           59540.5          0.115          59231.0          1          0      23112             J1813-095  
                              MS_1050.7+4946                          MS_1050.7+4946       INDEF     163.434      49.499   0.20800000429153442     59393.0          BAT           0.023           59516.5          0.108          59504.0          1          0      34907             J1053+494  
                          SWIFT_J1037.8-5652                      SWIFT_J1037.8-5652       INDEF     159.398     -56.803    0.2070000022649765     59542.0          BAT          -9.999             -99.0          0.207          59542.0          1          1          7                     0  
                                    NGC_7213                                NGC_7213       INDEF   332.31754   -47.16669   0.20600000023841858     59199.0          BAT          -9.999             -99.0          0.059          59543.0          1          0         24                     0  
                                      GK_Per                                  GK_Per       INDEF    52.80004    43.90430   0.20499999821186066     59362.0          BAT           0.018           59471.5          0.042          59459.0          1          0      29450             J0331+439  
                               QSO_B0003-066                           QSO_B0003-066       INDEF       1.558      -6.393   0.20499999821186066     59531.0          BAT          -9.999             -99.0          0.205          59531.0          1          1          7                     0  
                          Swift_J1834.9-0846                      Swift_J1834.9-0846       INDEF     278.717      -8.766   0.20499999821186066     59321.0          BAT           0.056           59539.5          0.042          59508.0          1          0      30793             J1834-087  
                              MAXI_J1828-249                          MAXI_J1828-249   J1828-250   277.24196   -25.02941                 0.204     56732.0         MAXI           0.036           59533.5          0.058          59523.0          1          0       6285                     0  
                          SWIFT_J1626.6-5156                      SWIFT_J1626.6-5156       INDEF      246.65     -51.941   0.20399999618530273     59421.0          BAT           0.031           59475.5          0.041          59496.0          1          0       5141             J1626-519  
                              MAXI_J1621-501                          MAXI_J1621-501   J1620-500   245.09170   -50.01989                 0.203     58270.0         MAXI           0.032           59535.5          0.043          59539.0          1          1     122929                     0  
                                      3C_445                                  3C_445       INDEF   335.95705    -2.10359   0.20200000703334808     59186.0          BAT          -9.999             -99.0          0.123          59537.0          1          1         18                     0  
                                  IC_443_SNR                                  IC_443   J0616+224    94.51125    22.66002   0.20200000703334808     59212.0          BAT           0.015           59537.5          0.162          59517.0          1          1      22905     0FGL_J0617.4+2234  
                                    NGC_4593                                NGC_4593   J1239-053   189.91435    -5.34418   0.20200000703334808     59509.0          BAT          -9.999             -99.0          0.202          59509.0          1          1          4                     0  
                                    NGC_5506                                NGC_5506   J1413-032   213.31209    -3.20756   0.20200000703334808     59414.0          BAT           0.051           59530.5          0.039          59540.0          1          0      32152                     0  
                                PKS_1144-379                            PKS_1144-379       INDEF     176.756     -38.203   0.20200000703334808     59428.0          BAT          -9.999             -99.0          0.202          59428.0          1          0          2                     0  
                                NovaCyg_2008                            NovaCyg_2008       INDEF     295.758      32.321   0.20100000500679016     59203.0          BAT          -9.999             -99.0          0.038          59480.0          1          0          4                     0  
                                  4U_0513-40                              4U_0513-40   J0514-400    78.52746   -40.04361   0.20000000298023224     59213.0          BAT           0.017           59539.5          0.089          59476.0          1          0      29266                     0  
                             AX_J1749.1-2639                         AX_J1749.1-2639       INDEF     267.291     -26.637   0.20000000298023224     59510.0          BAT          -9.999             -99.0          0.073          59542.0          1          0        141                     0  
                               MCG_-06-30-15                           MCG_-06-30-15   J1335-342   203.97404   -34.29559   0.20000000298023224     59338.0          BAT           0.033           59526.5          0.041          59366.0          1          1      27902          MCG_-6-30-15  
                                GRS_1730-312                            GRS_1730-312       INDEF   263.38332   -31.21667                   0.2      9999.0   HISTORICAL          -9.999             -99.0          0.087          59544.0          1          1         17                     0  
                             IGR_J16479-4514                         IGR_J16479-4514       INDEF      251.99     -45.201   0.19900000095367432     59258.0          BAT          -9.999             -99.0          0.116          59540.0          1          1         17                     0  
                               QSO_B0607-157                           QSO_B0607-157       INDEF      92.421     -15.711   0.19900000095367432     59462.0          BAT          -9.999             -99.0           0.05          59537.0          1          0          5                     0  
                               QSO_B2008-159                           QSO_B2008-159       INDEF     302.815     -15.778   0.19900000095367432     59413.0          BAT          -9.999             -99.0          0.065          59526.0          1          0         11                     0  
                                   4C_-03.79                               4C_-03.79       INDEF     334.717      -3.594    0.1979999989271164     59510.0          BAT          -9.999             -99.0          0.198          59510.0          1          1          8                     0  
                                  4U_1700+24                              4U_1700+24       INDEF     256.644      23.972    0.1979999989271164     59261.0          BAT           0.015           59509.5           0.06          59474.0          1          0      47946             J1706+239  
                             IGR_J11215-5952                         IGR_J11215-5952       INDEF     170.438     -59.867   0.19699999690055847     59249.0          BAT          -9.999             -99.0          0.068          59540.0          1          0         13                     0  
                                 ESO_103-035                             ESO_103-035       INDEF   279.58467   -65.42754                 0.196     59352.5         MAXI           0.015           59537.5          0.075          59449.0          1          0      24687             J1838-654  
                             IGR_J17303-0601                         IGR_J17303-0601       INDEF   262.59126    -5.99218                 0.196     59188.0          BAT          -9.999             -99.0           0.04          59540.0          1          0         21                     0  
                                PKS_1244-255                            PKS_1244-255       INDEF     191.695     -25.797   0.19599999487400055     59509.0          BAT          -9.999             -99.0          0.196          59509.0          1          1          7                     0  
                               XTE_J1812-182                           XTE_J1812-182       INDEF   273.11578   -18.20946   0.19599999487400055     59398.0          BAT          -9.999             -99.0          0.196          59398.0          1          0          5                     0  
                             XSS_J05054-2348                         XSS_J05054-2348       INDEF    76.44054   -23.85390   0.19499999284744263     59234.0          BAT          -9.999             -99.0          0.103          59379.0          1          0          7                     0  
                               XTE_J1906+090                           XTE_J1906+090       INDEF   286.19788     9.04483   0.19499999284744263     59432.0          BAT          -9.999             -99.0          0.195          59432.0          1          0          6                     0  
                                    4C_01.28                                4C_01.28       INDEF     164.623       1.566    0.1940000057220459     59455.0          BAT          -9.999             -99.0          0.194          59455.0          1          1          8                     0  
                                ESO_511-G030                            ESO_511-G030       INDEF     214.843     -26.645    0.1940000057220459     59306.0          BAT          -9.999             -99.0          0.061          59505.0          1          0         12                     0  
                                 KS_1947+300                             KS_1947+300   J1949+302   297.39785    30.20883                 0.194     56604.0         MAXI           0.025           59542.5          0.044          59515.0          1          0      41735                     0  
                                    IC_4329A                                IC_4329A   J1349-303   207.33025   -30.30951   0.19200000166893005     59465.0          BAT           0.041           59524.5          0.029          59543.0          1          1      26029                     0  
                               QSO_B1215+303                           QSO_B1215+303       INDEF     184.467      30.117   0.19200000166893005     59449.0          BAT          -9.999             -99.0          0.192          59449.0          1          1          3                     0  
                                  4U_1538-52                              4U_1538-52   J1542-523   235.59735   -52.38599                 0.192     57167.0         MAXI           0.015           59538.5          0.066          59540.0          1          1     141484            H_1538-522  
                               QSO_B1727+502                           QSO_B1727+502       INDEF     262.078       50.22   0.19099999964237213     59262.0          BAT          -9.999             -99.0          0.191          59262.0          1          0          3                     0  
                          SWIFT_J1038.8-4942                      SWIFT_J1038.8-4942       INDEF     159.688     -49.782   0.19099999964237213     59223.0          BAT          -9.999             -99.0          0.079          59231.0          1          0          6                     0  
                                 4U_1850-086                             4U_1850-086   J1853-087   283.27038    -8.70547                  0.19     57152.0         MAXI           0.025           59530.5          0.034          59494.0          1          0      17150           4U_1850-087  
                               XTE_J1652-453                           XTE_J1652-453       INDEF    253.0847   -45.34444                  0.19      9999.0   HISTORICAL          -9.999             -99.0         -9.999            -99.0          1          0          1                     0  
                                PKS_2144+092                            PKS_2144+092       INDEF   326.79235     9.49630                 0.188     59154.0          BAT          -9.999             -99.0           0.06          59530.0          1          0          9                     0  
                               QSO_B0513-002                           QSO_B0513-002       INDEF    79.04754    -0.14977                 0.188     59189.0          BAT           0.017           59539.5          0.087          59533.0          1          0      12698             J0516-001  
                                 SGR_1806-20                             SGR_1806-20       INDEF     272.164     -20.411   0.18799999356269836     59226.0          BAT          -9.999             -99.0          0.062          59528.0          1          0         11                     0  
                                 SGR_1900+14                             SGR_1900+14       INDEF     286.809       9.322   0.18799999356269836     59203.0          BAT          -9.999             -99.0          0.069          59429.0          1          0          6                     0  
                              GB6_B1700+6834                          GB6_B1700+6834       INDEF     255.039      68.502   0.18700000643730164     59235.0          BAT          -9.999             -99.0          0.051          59430.0          1          0         12                     0  
                                     GJ_3305                                 GJ_3305       INDEF      69.406      -2.491   0.18700000643730164     59264.0          BAT          -9.999             -99.0           0.05          59540.0          1          0         10                     0  
                                     Mrk_817                                 Mrk_817       INDEF     219.092      58.794   0.18700000643730164     59454.0          BAT          -9.999             -99.0          0.187          59454.0          1          1          6                     0  
                                PKS_1352-104                            PKS_1352-104       INDEF     208.694     -10.684   0.18700000643730164     59495.0          BAT          -9.999             -99.0          0.187          59496.0          1          1         10                     0  
                                QSO_B0016+73                            QSO_B0016+73       INDEF       4.941      73.458   0.18700000643730164     59235.0          BAT          -9.999             -99.0          0.047          59509.0          1          0         14                     0  
                              3EG_J0903-3531                          3EG_J0903-3531       INDEF   136.17641   -35.23995    0.1860000044107437     59380.0          BAT          -9.999             -99.0          0.122          59475.0          1          1          9                     0  
                               QSO_B0829+047                           QSO_B0829+047       INDEF   127.95365     4.49419    0.1850000023841858     59194.0          BAT          -9.999             -99.0          0.044          59501.0          1          0          9                     0  
                                     SMC_X-2                                 SMC_X-2   J0054-736    13.63930   -73.68369    0.1850000023841858     59235.0          BAT           0.016           59319.5          0.064          59504.0          1          0      12009                     0  
                              PSR_J1028-5819                          PSR_J1028-5819       INDEF   157.11620   -58.31837   0.18400000035762787     59167.0          BAT          -9.999             -99.0          0.083          59533.0          1          1          5                     0  
                                     eta_Car                                 eta_Car       INDEF     161.265     -59.684   0.18400000035762787     59249.0          BAT           0.016           59528.5          0.057          59498.0          1          0      27017             J1045-596  
                                    4C_11.69                                4C_11.69       INDEF   338.15170    11.73081                 0.183     59193.0          BAT          -9.999             -99.0          0.043          59523.0          1          0          8                     0  
                              MAXI_J1630-276                          MAXI_J1630-276   J1630-276   247.68196   -27.60702                 0.182     58262.0         MAXI           0.016           59475.5           -1.0             -1.0          1          0       4942                     0  
                                    4C_56.27                                4C_56.27       INDEF     276.029       56.85   0.18199999630451202     59407.0          BAT          -9.999             -99.0          0.045          59523.0          1          0         13                     0  
                              PMN_J0532+0732                          PMN_J0532+0732       INDEF      83.162       7.545   0.18199999630451202     59234.0          BAT          -9.999             -99.0          0.052          59461.0          1          0         25                     0  
                             RX_J0146.9+6121                         RX_J0146.9+6121       INDEF      26.751      61.357   0.18199999630451202     59264.0          BAT          -9.999             -99.0          0.049          59459.0          1          0          5                     0  
                              QSO_J0221+3556                          QSO_J0221+3556       INDEF      35.272      35.937    0.1809999942779541     59253.0          BAT          -9.999             -99.0          0.181          59253.0          1          0          3                     0  
                                 4U_2206+543                             4U_2206+543   J2207+545   331.98432    54.51845                  0.18     59040.0         MAXI           0.019           59535.5          0.043          59352.0          1          0      35710            4U_2206+54  
                          Swift_J1845.7-0037                      Swift_J1845.7-0037   J1845-006   281.47760    -0.65950                  0.18     59165.0         MAXI           0.022           59534.5          0.082          59240.0          1          0      65745    SWIFT_J1845.7-0037  
                               XTE_J1755-324                           XTE_J1755-324       INDEF   268.86915   -32.47745                  0.18      9999.0   HISTORICAL          -9.999             -99.0          0.049          59527.0          1          0         10                     0  
                              PMN_J2017+0603                          PMN_J2017+0603       INDEF     304.303       6.053   0.17900000512599945     59512.0          BAT          -9.999             -99.0          0.045          59520.0          1          0          6                     0  
                                   BD_+60_73                               BD_+60_73   J0037+613     9.29015    61.36013                 0.179     59347.5         MAXI           0.049           59519.5          0.042          59447.0          1          1      67448       IGR_J00370+6122  
                                PSR_J0146+61                            PSR_J0146+61       INDEF      26.593      61.751   0.17800000309944153     59362.0          BAT           0.095           59515.5          0.053          59509.0          1          1      40415             J0146+617  
                                 ESO_297-_18                             ESO_297-_18       INDEF    24.65475   -40.01145    0.1770000010728836     59197.0          BAT          -9.999             -99.0          0.041          59451.0          1          0          9                     0  
                                PKS_0548-322                            PKS_0548-322       INDEF      87.669     -32.271   0.17599999904632568     59462.0          BAT          -9.999             -99.0          0.176          59462.0          1          1         12                     0  
                                       Cas_A                                   Cas_A   J2323+588   350.85000    58.81500                 0.175     55810.0         MAXI           0.024           59542.5          0.048          59509.0          1          0     209445                     0  
                              MAXI_J1409-619                          MAXI_J1409-619       INDEF   212.01068   -61.98342   0.17499999701976776     59383.0          BAT           0.021           59506.5          0.076          59504.0          1          0       3531             J1408-619  
                                    NGC_2992                                NGC_2992       INDEF     146.425     -14.326   0.17499999701976776     59228.0          BAT           0.016           59511.5          0.088          59437.0          1          0      15487             J0945-143  
                                PKS_0142-278                            PKS_0142-278       INDEF      26.264      -27.56   0.17499999701976776     59537.0          BAT          -9.999             -99.0          0.175          59537.0          1          1         29                     0  
                             IGR_J16185-5928                         IGR_J16185-5928       INDEF   244.65192   -59.45480                 0.174     59165.0          BAT          -9.999             -99.0          0.078          59540.0          1          0          9                     0  
                             RX_J1826.2-1450                         RX_J1826.2-1450       INDEF     276.563     -14.848   0.17399999499320984     59510.0          BAT          -9.999             -99.0          0.042          59519.0          1          0          6                     0  
                                   Fairall_9                               Fairall_9   J0123-588    20.94068   -58.80578                 0.173     58071.0         MAXI           0.022           59518.5          0.041          59454.0          1          0       5413         QSO_B0121-590  
                                  H_0614+091                              H_0614+091   J0617+091    94.28045     9.13692                 0.173     55888.0         MAXI            0.08           59542.5          0.058          59544.0          1          1     222759            4U_0614+09  
                              MAXI_J1807+132                          MAXI_J1807+132       INDEF   272.03145    13.25150                 0.173     59151.0          BAT           0.036           59513.5          0.094          59426.0          1          0      22662             J1808+132  
                             AX_J1740.1-3102                         AX_J1740.1-3102       INDEF     265.038      -31.04   0.17299999296665192     59214.0          BAT          -9.999             -99.0          0.063          59523.0          1          0          4                     0  
                               QSO_B0730+504                           QSO_B0730+504       INDEF     113.469      50.369   0.17299999296665192     59541.0          BAT          -9.999             -99.0          0.173          59541.0          1          1          4                     0  
                              1E_1740.7-2942                          1E_1740.7-2942       INDEF   265.97845   -29.74517    0.1720000058412552     59212.0          BAT          -9.999             -99.0          0.094          59543.0          1          1        377                     0  
                                     NGC_526                                 NGC_526       INDEF    20.97657   -35.06547                 0.172     59197.0          BAT          -9.999             -99.0           0.04          59502.0          1          0          9                     0  
                             AX_J1846.4-0258                         AX_J1846.4-0258       INDEF     281.602      -2.974   0.17100000381469727     59213.0          BAT          -9.999             -99.0          0.068          59526.0          1          0         18                     0  
                               QSO_B0446+113                           QSO_B0446+113       INDEF    72.28196    11.35794                 0.171     59193.0          BAT          -9.999             -99.0          0.042          59529.0          1          0         12                     0  
                             IGR_J11305-6256                         IGR_J11305-6256       INDEF   172.77880   -62.94692   0.17000000178813934     59522.0          BAT          -9.999             -99.0          0.044          59544.0          1          0          4                     0  
                             IGR_J16493-4348                         IGR_J16493-4348       INDEF     252.362     -43.819   0.17000000178813934     59203.0          BAT          -9.999             -99.0          0.051          59397.0          1          0          7                     0  
                                PKS_1551+130                            PKS_1551+130       INDEF     238.386      12.948   0.17000000178813934     59457.0          BAT          -9.999             -99.0          0.048          59507.0          1          0          8                     0  
                               XTE_J1824-141                           XTE_J1824-141       INDEF     276.099     -14.415   0.17000000178813934     59237.0          BAT          -9.999             -99.0          0.045          59517.0          1          0          8                     0  
                                PKS_0823-223                            PKS_0823-223       INDEF     126.507     -22.507   0.16899999976158142     59526.0          BAT          -9.999             -99.0          0.169          59526.0          1          1          5                     0  
                           0FGL_J1801.6-2327                       0FGL_J1801.6-2327       INDEF     270.345     -23.289    0.1679999977350235     59408.0          BAT          -9.999             -99.0          0.051          59437.0          1          0          6                     0  
                              IGRJ18462-0223                          IGRJ18462-0223       INDEF     281.567      -2.387    0.1679999977350235     59404.0          BAT          -9.999             -99.0          0.168          59404.0          1          0          2                     0  
                             IGR_J16293-4603                         IGR_J16293-4603       INDEF     247.339     -46.064    0.1679999977350235     59316.0          BAT          -9.999             -99.0          0.077          59507.0          1          0         19                     0  
                         Vela_Pulsar_and_SNR                             Vela_Pulsar   J0835-451   128.83606   -45.17643                 0.167     57837.0         MAXI           0.023           59541.5          0.059          59527.0          1          1     159066                     0  
                                    4C_67.05                                4C_67.05       INDEF      37.209      67.351   0.16699999570846558     59448.0          BAT          -9.999             -99.0          0.042          59486.0          1          0         18                     0  
                                    4C_74.26                                4C_74.26       INDEF     310.655      75.134   0.16699999570846558     59235.0          BAT           0.016           59427.5          0.064          59362.0          1          0       8658             J2042+751  
                                    NGC_4388                                NGC_4388       INDEF     186.445      12.662   0.16699999570846558     59449.0          BAT          -9.999             -99.0          0.049          59507.0          1          0         16                     0  
                                PKS_0048-071                            PKS_0048-071       INDEF      12.784      -6.834   0.16699999570846558     59310.0          BAT          -9.999             -99.0          0.049          59435.0          1          0         10                     0  
                              QSO_J0217+0144                          QSO_J0217+0144       INDEF      34.454       1.747   0.16699999570846558     59476.0          BAT          -9.999             -99.0          0.167          59476.0          1          1          8                     0  
                                 1H_2140+433                             1H_2140+433       INDEF     325.678      43.586   0.16599999368190765     59491.0          BAT           0.022           59542.5           0.02          59536.0          1          1     160160             J2142+435  
                               XTE_J1810-189                           XTE_J1810-189   J1810-190   272.58692   -19.06978   0.16599999368190765     59459.0          BAT           0.016           59536.5          0.166          59459.0          1          0      50716                     0  
                              1E_1048.1-5937                          1E_1048.1-5937       INDEF     162.537     -59.889   0.16500000655651093     59313.0          BAT          -9.999             -99.0          0.056          59404.0          1          0         11                     0  
                                     NGC_788                                 NGC_788       INDEF      30.277      -6.816   0.16500000655651093     59479.0          BAT          -9.999             -99.0          0.085          59527.0          1          1         13                     0  
                              PSR_J1741-2054                          PSR_J1741-2054       INDEF      265.54     -20.916   0.16500000655651093     59404.0          BAT          -9.999             -99.0          0.055          59528.0          1          0          6                     0  
                                    V709_Cas                                V709_Cas       INDEF       7.204      59.289     0.164000004529953     59523.0          BAT          -9.999             -99.0          0.164          59523.0          1          1          4                     0  
                               1ES_1101-23.2                           1ES_1101-23.2   J1103-234   165.90673   -23.49200   0.16300000250339508     59209.0          BAT           0.017           59481.5          0.043          59513.0          1          0      12846            1A_1059-22  
                          SWIFT_J0513.4-6547                      SWIFT_J0513.4-6547       INDEF    78.36778   -65.78849   0.16300000250339508     59189.0          BAT          -9.999             -99.0          0.099          59488.0          1          1         15                     0  
                                    4C_32.55                                4C_32.55       INDEF   278.76412    32.69635   0.16200000047683716     59269.0          BAT           0.019           59541.5          0.162          59304.0          1          0      37062             J1835+326  
                                  H_1745-203                              H_1745-203       INDEF     267.225     -20.367   0.16200000047683716     59537.0          BAT          -9.999             -99.0          0.064          59544.0          1          0         28                     0  
                                 PKS_0202-17                             PKS_0202-17       INDEF       31.24     -17.022   0.16200000047683716     59476.0          BAT          -9.999             -99.0          0.162          59476.0          1          1          7                     0  
                                 PKS_2023-07                             PKS_2023-07       INDEF     306.419      -7.598   0.16200000047683716     59318.0          BAT          -9.999             -99.0          0.037          59469.0          1          0          9                     0  
                              PSR_J1023+0038                          PSR_J1023+0038   J1023+006   155.94868     0.64472   0.16200000047683716     59226.0          BAT           0.018           59534.5          0.079          59382.0          1          0      12680                     0  
                          SWIFT_J0911.9-6452                      SWIFT_J0911.9-6452       INDEF   138.01013   -64.86845   0.16200000047683716     59435.0          BAT          -9.999             -99.0          0.045          59538.0          1          0         28                     0  
                                    4C_73.18                                4C_73.18       INDEF     291.952      73.967   0.16099999845027924     59469.0          BAT          -9.999             -99.0          0.161          59469.0          1          1          4                     0  
                             IGR_J17177-3656                         IGR_J17177-3656       INDEF     259.428     -36.934   0.16099999845027924     59258.0          BAT          -9.999             -99.0          0.161          59258.0          1          0          2                     0  
                                  4U_1626-67                              4U_1626-67       INDEF   248.06997   -67.46091                  0.16     59165.0          BAT           0.022           59541.5          0.049          59542.0          1          0     110631             J1632-674  
